# Type: scattered data
# Version: 5
# Description: Exported from grid layer_3_top.2grd (carl, 11 Dec 1998)
# Format: free
# Field: 1 x 
# Field: 2 y 
# Field: 3 z 
# Field: 4 column 
# Field: 5 row 
# Projection: Local Rectangular
# Units: unknown
# End:
# Information from grid:
# Grid_description: demo.seq
# Grid_size: 160 x 96
# Grid_X_range: 73000 to 80000
# Grid_Y_range: 286900 to 291100
# Vertical_faults: layer_3.vflt
# History: Imported from demo.evx (carl, 11 Dec 1998)
73000 286900 3770.98608398438 1 1
73044.0251572327 286900 3777.47631835938 2 1
73088.0503144654 286900 3784.1640625 3 1
73132.0754716981 286900 3791.02905273438 4 1
73176.1006289308 286900 3797.90283203125 5 1
73220.1257861635 286900 3804.6015625 6 1
73264.1509433962 286900 3810.9130859375 7 1
73308.1761006289 286900 3816.52783203125 8 1
73352.2012578616 286900 3821.37915039062 9 1
73396.2264150943 286900 3825.634765625 10 1
73440.251572327 286900 3829.28442382812 11 1
73484.2767295597 286900 3832.48510742188 12 1
73528.3018867925 286900 3835.49658203125 13 1
73572.3270440252 286900 3838.1748046875 14 1
73616.3522012579 286900 3840.66625976562 15 1
73660.3773584906 286900 3843.27734375 16 1
73704.4025157233 286900 3846.04614257812 17 1
73748.427672956 286900 3848.97705078125 18 1
73792.4528301887 286900 3851.89404296875 19 1
73836.4779874214 286900 3854.498046875 20 1
73880.5031446541 286900 3856.8671875 21 1
73924.5283018868 286900 3859.42211914062 22 1
73968.5534591195 286900 3862.07373046875 23 1
74012.5786163522 286900 3864.35131835938 24 1
74056.6037735849 286900 3865.72485351562 25 1
74100.6289308176 286900 3865.11303710938 26 1
74144.6540880503 286900 3862.72583007812 27 1
74188.679245283 286900 3859.39208984375 28 1
74232.7044025157 286900 3855.95483398438 29 1
74276.7295597484 286900 3852.376953125 30 1
74320.7547169811 286900 3848.64868164062 31 1
74364.7798742138 286900 3844.72045898438 32 1
74408.8050314465 286900 3840.4140625 33 1
74452.8301886792 286900 3835.8310546875 34 1
74496.8553459119 286900 3831.1328125 35 1
74540.8805031447 286900 3826.40112304688 36 1
74584.9056603774 286900 3821.70776367188 37 1
74628.9308176101 286900 3817.18383789062 38 1
74672.9559748428 286900 3812.82885742188 39 1
74716.9811320755 286900 3808.53735351562 40 1
74761.0062893082 286900 3804.10815429688 41 1
74805.0314465409 286900 3799.62524414062 42 1
74849.0566037736 286900 3795.0859375 43 1
74893.0817610063 286900 3790.37622070312 44 1
74937.106918239 286900 3785.53784179688 45 1
74981.1320754717 286900 3780.83715820312 46 1
75025.1572327044 286900 3776.2548828125 47 1
75069.1823899371 286900 3771.84057617188 48 1
75113.2075471698 286900 3767.66186523438 49 1
75157.2327044025 286900 3763.4970703125 50 1
75201.2578616352 286900 3759.28662109375 51 1
75245.2830188679 286900 3755.205078125 52 1
75289.3081761006 286900 3750.92138671875 53 1
75333.3333333333 286900 3746.44482421875 54 1
75377.358490566 286900 3742.13427734375 55 1
75421.3836477987 286900 3737.76611328125 56 1
75465.4088050314 286900 3733.34008789062 57 1
75509.4339622642 286900 3729.03759765625 58 1
75553.4591194969 286900 3724.65991210938 59 1
75597.4842767296 286900 3720.16528320312 60 1
75641.5094339623 286900 3715.65234375 61 1
75685.534591195 286900 3711.11547851562 62 1
75729.5597484277 286900 3706.529296875 63 1
75773.5849056604 286900 3701.90551757812 64 1
75817.6100628931 286900 3697.28784179688 65 1
75861.6352201258 286900 3692.6943359375 66 1
75905.6603773585 286900 3688.06201171875 67 1
75949.6855345912 286900 3683.32983398438 68 1
75993.7106918239 286900 3678.560546875 69 1
76037.7358490566 286900 3673.73559570312 70 1
76081.7610062893 286900 3673.03979492188 71 1
76125.786163522 286900 3669.58129882812 72 1
76169.8113207547 286900 3666.251953125 73 1
76213.8364779874 286900 3663.18139648438 74 1
76257.8616352201 286900 3660.30712890625 75 1
76301.8867924528 286900 3657.5810546875 76 1
76345.9119496855 286900 3654.97387695312 77 1
76389.9371069182 286900 3652.4365234375 78 1
76433.9622641509 286900 3649.95581054688 79 1
76477.9874213836 286900 3647.513671875 80 1
76522.0125786164 286900 3645.14697265625 81 1
76566.0377358491 286900 3642.85278320312 82 1
76610.0628930818 286900 3640.65380859375 83 1
76654.0880503145 286900 3638.6669921875 84 1
76698.1132075472 286900 3636.81640625 85 1
76742.1383647799 286900 3634.92993164062 86 1
76786.1635220126 286900 3633.10180664062 87 1
76830.1886792453 286900 3631.35961914062 88 1
76874.213836478 286900 3629.56298828125 89 1
76918.2389937107 286900 3627.76245117188 90 1
76962.2641509434 286900 3626.02099609375 91 1
77006.2893081761 286900 3624.2763671875 92 1
77050.3144654088 286900 3622.63330078125 93 1
77094.3396226415 286900 3621.1787109375 94 1
77138.3647798742 286900 3619.70092773438 95 1
77182.3899371069 286900 3618.17114257812 96 1
77226.4150943396 286900 3616.69799804688 97 1
77270.4402515723 286900 3615.22607421875 98 1
77314.465408805 286900 3613.71557617188 99 1
77358.4905660377 286900 3612.29296875 100 1
77402.5157232704 286900 3610.95263671875 101 1
77446.5408805031 286900 3609.59716796875 102 1
77490.5660377358 286900 3608.32373046875 103 1
77534.5911949686 286900 3607.10498046875 104 1
77578.6163522013 286900 3605.82666015625 105 1
77622.641509434 286900 3604.62622070312 106 1
77666.6666666667 286900 3603.50268554688 107 1
77710.6918238994 286900 3602.34692382812 108 1
77754.7169811321 286900 3601.18041992188 109 1
77798.7421383648 286900 3599.86596679688 110 1
77842.7672955975 286900 3598.28369140625 111 1
77886.7924528302 286900 3596.61889648438 112 1
