# Type: scattered data
# Version: 4
# Description: Exported paths data from database:offshore5.dwd
# Format: fixed
# Field: wellid 1 15 non-numeric
# Field: md 16 25
# Field: "tvdss (z)" 26 35
# Field: x 36 45
# Field: y 46 55
# Field: linecol 50 53 non-numeric
# Field: symbol 54 57 non-numeric
# Field: commonid 59 62 non-numeric
# Projection: Transverse Mercator
# Units: meters
# Ellipsoid: Hayford International 1924
# Scale_Factor_at_Central_Meridian: 0.999600
# Central_Meridian: 45 30 15.000000 E
# Latitude_of_Origin: 15 30 10.000000 N
# False_Easting: 100000.000000
# False_Northing: 500000.000000
# End:
5-337-14R      6250.00   -5395.30  59210.40  116538.30 
5-337-14R      6260.00   -5405.30  59210.30  116538.30 
5-337-14R      6270.00   -5415.30  59210.20  116538.20 
5-337-14R      6280.00   -5425.30  59210.10  116538.10 
5-337-14R      6290.00   -5435.30  59210.00  116538.00 
5-337-14R      6300.00   -5445.30  59210.00  116538.00 
5-337-14R      6310.00   -5455.30  59209.90  116537.90 
5-337-14R      6320.00   -5465.30  59209.80  116537.80 
5-337-14R      6330.00   -5475.30  59209.70  116537.80 
5-337-14R      6340.00   -5485.30  59209.70  116537.70 
5-337-14R      6350.00   -5495.30  59209.60  116537.70 
5-337-14R      6360.00   -5505.30  59209.50  116537.60 
5-337-14R      6370.00   -5515.30  59209.50  116537.60 
5-337-14R      6380.00   -5525.30  59209.40  116537.60 
5-337-14R      6390.00   -5535.30  59209.40  116537.50 
5-337-14R      6400.00   -5545.30  59209.30  116537.50 
5-337-14R      6410.00   -5555.30  59209.20  116537.40 
5-337-14R      6420.00   -5565.30  59209.20  116537.40 
5-337-14R      6430.00   -5575.30  59209.10  116537.30 
5-337-14R      6440.00   -5585.30  59209.00  116537.30 
5-337-14R      6450.00   -5595.30  59209.00  116537.30 
5-337-14R      6460.00   -5605.30  59208.90  116537.20 
5-337-14R      6470.00   -5615.30  59208.90  116537.20 
5-337-14R      6480.00   -5625.30  59208.80  116537.10 
5-337-14R      6490.00   -5635.30  59208.70  116537.10 
5-337-14R      6500.00   -5645.30  59208.60  116537.00 
5-337-14R      6510.00   -5655.30  59208.60  116536.90 
5-337-14R      6520.00   -5665.30  59208.50  116536.90 
5-337-14R      6530.00   -5675.30  59208.40  116536.80 
5-337-14R      6540.00   -5685.30  59208.30  116536.70 
5-337-14R      6550.00   -5695.30  59208.20  116536.70 
5-337-14R      6560.00   -5705.30  59208.10  116536.60 
5-337-14R      6570.00   -5715.30  59208.00  116536.50 
5-337-14R      6580.00   -5725.30  59207.90  116536.40 
5-337-14R      6590.00   -5735.30  59207.80  116536.20 
5-337-14R      6600.00   -5745.30  59207.70  116536.10 
5-337-14R      6610.00   -5755.30  59207.50  116536.00 
5-337-14R      6620.00   -5765.30  59207.40  116535.80 
5-337-14R      6630.00   -5775.30  59207.30  116535.70 
5-337-14R      6640.00   -5785.30  59207.10  116535.50 
5-337-14R      6650.00   -5795.30  59207.00  116535.30 
5-337-14R      6660.00   -5805.20  59206.90  116535.20 
5-337-14R      6670.00   -5815.20  59206.70  116535.00 
5-337-14R      6680.00   -5825.20  59206.60  116534.80 
5-337-14R      6690.00   -5835.20  59206.50  116534.70 
5-337-14R      6700.00   -5845.20  59206.40  116534.50 
5-337-14R      6710.00   -5855.20  59206.20  116534.40 
5-337-14R      6720.00   -5865.20  59206.10  116534.20 
5-337-14R      6730.00   -5875.20  59206.00  116534.00 
5-337-14R      6740.00   -5885.20  59205.80  116533.90 
5-337-14R      6750.00   -5895.20  59205.70  116533.70 
5-337-14R      6760.00   -5905.20  59205.60  116533.50 
5-337-14R      6770.00   -5915.20  59205.50  116533.30 
5-337-14R      6780.00   -5925.20  59205.40  116533.20 
5-337-14R      6790.00   -5935.20  59205.20  116533.00 
5-337-14R      6800.00   -5945.20  59205.10  116532.80 
5-337-14R      6810.00   -5955.20  59205.00  116532.60 
5-337-14R      6820.00   -5965.20  59204.90  116532.40 
5-337-14R      6830.00   -5975.20  59204.80  116532.20 
5-337-14R      6840.00   -5985.20  59204.60  116532.00 
5-337-14R      6850.00   -5995.20  59204.50  116531.80 
5-337-14R      6860.00   -6005.20  59204.40  116531.60 
5-337-14R      6870.00   -6015.20  59204.30  116531.30 
5-337-14R      6880.00   -6025.20  59204.10  116531.10 
5-337-14R      6890.00   -6035.20  59204.00  116530.90 
5-337-14R      6900.00   -6045.20  59203.90  116530.60 
5-337-14R      6910.00   -6055.20  59203.80  116530.40 
5-337-14R      6920.00   -6065.20  59203.70  116530.10 
5-337-14R      6930.00   -6075.20  59203.60  116529.90 
5-337-14R      6940.00   -6085.20  59203.50  116529.60 
5-337-14R      6950.00   -6095.20  59203.30  116529.40 
5-337-14R      6960.00   -6105.20  59203.20  116529.10 
5-337-14R      6970.00   -6115.20  59203.10  116528.90 
5-337-14R      6980.00   -6125.20  59203.00  116528.60 
5-337-14R      6990.00   -6135.20  59202.90  116528.30 
5-337-14R      7000.00   -6145.20  59202.70  116528.10 
5-337-14R      7010.00   -6155.20  59202.60  116527.80 
5-337-14R      7020.00   -6165.10  59202.50  116527.50 
5-337-14R      7030.00   -6175.10  59202.40  116527.30 
5-337-14R      7040.00   -6185.10  59202.30  116527.00 
5-337-14R      7050.00   -6195.10  59202.10  116526.70 
5-337-14R      7060.00   -6205.10  59202.00  116526.40 
5-337-14R      7070.00   -6215.10  59201.90  116526.20 
5-337-14R      7080.00   -6225.10  59201.80  116525.90 
5-337-14R      7090.00   -6235.10  59201.60  116525.60 
5-337-14R      7100.00   -6245.10  59201.50  116525.40 
5-337-14R      7110.00   -6255.10  59201.40  116525.10 
5-337-14R      7120.00   -6265.10  59201.30  116524.80 
5-337-14R      7130.00   -6275.10  59201.20  116524.60 
5-337-14R      7140.00   -6285.10  59201.00  116524.30 
5-337-14R      7150.00   -6295.10  59200.90  116524.00 
5-337-14R      7160.00   -6305.10  59200.80  116523.70 
5-337-14R      7170.00   -6315.10  59200.60  116523.50 
5-337-14R      7180.00   -6325.10  59200.50  116523.30 
5-337-14R      7190.00   -6335.10  59200.30  116523.00 
5-337-14R      7200.00   -6345.10  59200.20  116522.80 
5-337-14R      7210.00   -6355.10  59200.10  116522.60 
5-337-14R      7220.00   -6365.10  59199.90  116522.40 
5-337-14R      7230.00   -6375.10  59199.80  116522.20 
5-337-14R      7240.00   -6385.00  59199.60  116521.90 
5-337-14R      7250.00   -6395.00  59199.50  116521.70 
5-337-14R      7260.00   -6405.00  59199.40  116521.50 
5-337-14R      7270.00   -6415.00  59199.20  116521.30 
5-337-14R      7280.00   -6425.00  59199.10  116521.00 
5-337-14R      7290.00   -6435.00  59198.90  116520.80 
5-337-14R      7300.00   -6445.00  59198.80  116520.60 
5-337-14R      7310.00   -6455.00  59198.70  116520.30 
5-337-14R      7320.00   -6465.00  59198.50  116520.10 
5-337-14R      7330.00   -6475.00  59198.40  116519.80 
5-337-14R      7340.00   -6485.00  59198.30  116519.60 
5-337-14R      7350.00   -6495.00  59198.10  116519.30 
5-337-14R      7360.00   -6505.00  59198.00  116519.10 
5-337-14R      7370.00   -6515.00  59197.80  116518.90 
5-337-14R      7380.00   -6525.00  59197.70  116518.60 
5-337-14R      7390.00   -6535.00  59197.60  116518.40 
5-337-14R      7400.00   -6545.00  59197.40  116518.10 
5-337-14R      7410.00   -6555.00  59197.30  116517.80 
5-337-14R      7420.00   -6565.00  59197.10  116517.60 
5-337-14R      7430.00   -6575.00  59197.00  116517.30 
5-337-14R      7440.00   -6585.00  59196.80  116517.10 
5-337-14R      7450.00   -6595.00  59196.70  116516.80 
5-337-14R      7460.00   -6605.00  59196.60  116516.60 
5-337-14R      7470.00   -6615.00  59196.50  116516.30 
5-337-14R      7480.00   -6625.00  59196.40  116516.10 
5-337-14R      7490.00   -6635.00  59196.30  116515.80 
5-337-14R      7500.00   -6645.00  59196.20  116515.60 
5-337-14R      7510.00   -6655.00  59196.10  116515.40 
5-337-14R      7520.00   -6664.90  59196.00  116515.10 
5-337-14R      7530.00   -6674.90  59195.90  116514.80 
5-337-14R      7540.00   -6684.90  59195.70  116514.50 
5-337-14R      7550.00   -6694.90  59195.60  116514.20 
5-337-14R      7560.00   -6704.90  59195.50  116513.90 
5-337-14R      7570.00   -6714.90  59195.30  116513.60 
5-337-14R      7580.00   -6724.90  59195.20  116513.30 
5-337-14R      7590.00   -6734.90  59195.10  116513.00 
5-337-14R      7600.00   -6744.90  59194.90  116512.70 
5-337-14R      7610.00   -6754.90  59194.80  116512.40 
5-337-14R      7620.00   -6764.90  59194.70  116512.10 
5-337-14R      7630.00   -6774.90  59194.60  116511.70 
5-337-14R      7640.00   -6784.90  59194.50  116511.50 
5-337-14R      7650.00   -6794.90  59194.40  116511.20 
5-337-14R      7660.00   -6804.90  59194.30  116510.90 
5-337-14R      7670.00   -6814.90  59194.20  116510.60 
